timestamp,pressure,flow_rate,temperature,latitude,longitude,pipe_age,pipe_material,leak_status,burst_status,pipe_id
2025-05-20 08:05:27.350868,3.341819713599573,125.31270644822936,17.79255783436556,-17.716659103352605,31.024836939149885,26,Galvanized Iron,0,0,ZW-2945
2025-05-20 13:52:27.350868,3.265925068702181,87.08643456696238,22.637004163400587,-17.840919647594607,31.12522574060733,28,PVC,0,0,ZW-5791
2025-05-19 21:30:27.350868,2.6884803058092928,92.71815294648887,12.550061267030483,-17.879173724309826,31.088076504964178,15,PVC,0,0,ZW-9534
2025-05-20 03:54:27.351873,3.1295121575233322,50.0,22.971009572367556,-17.79567026500192,31.03641316472205,13,HDPE,0,0,ZW-6414
2025-05-20 06:24:27.351873,3.554272111933293,206.14947507092006,20.14657287239672,-17.890262978903493,31.149123004172083,14,PVC,0,0,ZW-7325
2025-05-20 11:02:27.351873,3.249112669367896,135.33972774733328,10.0,-17.72484474530526,31.112488914759272,16,HDPE,0,0,ZW-3026
2025-05-20 16:20:27.351873,2.2018418035505682,113.1373085778256,20.453059100582752,-17.87524335620135,31.12894190765598,4,Cast Iron,0,0,ZW-7602
2025-05-20 06:27:27.351873,3.5184031331654904,154.06170232949933,18.066346903427192,-17.837020986857432,31.106547752452126,12,PVC,0,0,ZW-2561
2025-05-20 07:21:27.351873,2.6695056129381456,131.1971209037835,15.312968710187445,-17.88098063519021,31.085531178928317,0,PVC,0,0,ZW-1034
2025-05-19 23:56:27.351873,2.754238400870684,111.27208017798957,19.00279562337426,-17.739530545676057,30.988418272802228,9,Cast Iron,0,0,ZW-7671
2025-05-20 10:39:27.351873,3.8878031407114038,155.733541416957,15.98036907298054,-17.71890862634915,31.096976988085885,27,PVC,0,0,ZW-6200
2025-05-20 01:26:27.351873,3.688092618843712,78.23994595506629,21.591858851215086,-17.765856213830087,31.078587420292838,18,PVC,0,0,ZW-2550
2025-05-20 14:46:27.351873,3.704673548430593,134.4712406556102,17.120405072424298,-17.896299248139346,31.14713715473595,20,Cast Iron,0,0,ZW-8082
